Designator,Mid X,Mid Y,Rotation,Layer
C1,174.03019,-85.633644,180.0,top
C10,162.263146,-113.243019,180.0,top
C11,172.476052,-113.243019,0.0,top
C12,165.065461,-114.942238,90.0,top
C13,182.244919,-112.57505,180.0,top
C14,172.698072,-117.473488,0.0,top
C15,166.37354,-126.590988,270.0,top
C16,172.698072,-123.26255,0.0,top
C17,162.041126,-111.461769,0.0,top
C18,159.514968,-110.934425,90.0,top
C19,172.254033,-136.844581,0.0,top
C2,172.698072,-111.461769,0.0,top
C20,164.927382,-134.395362,0.0,top
C21,157.072752,-118.95005,270.0,top
C22,176.832505,-103.141456,90.0,top
C23,161.153047,-93.426613,0.0,top
C24,174.14423,-88.962081,90.0,top
C25,158.62689,-106.258644,90.0,top
C26,158.488811,-136.399269,0.0,top
C27,170.921914,-115.692238,180.0,top
C28,157.516791,-91.118019,270.0,top
C3,167.591619,-115.692238,0.0,top
C4,172.698072,-121.4813,0.0,top
C5,174.03019,-92.313331,180.0,top
C6,170.171914,-89.782081,270.0,top
C7,164.177382,-125.629738,270.0,top
C8,171.948072,-88.446144,90.0,top
C9,169.727875,-86.664894,90.0,top
F1,180.158663,-103.714113,0.0,top
FB1,159.068909,-119.195363,90.0,top
FB2,155.516594,-122.31255,90.0,top
FB3,166.015461,-132.394112,180.0,top
FB4,158.466791,-122.151925,0.0,top
FB5,158.910831,-114.1363,0.0,top
IC1,160.312949,-89.144991,90.0,top
J1,172.787776,-130.293331,90.0,top
J2,192.85,-111.55,90.0,top
J3,158.246397,-129.848019,270.0,top
J5,189.861569,-119.995987,90.0,top
J6,163.538047,-105.209581,90.0,top
J8,188.085412,-128.902237,270.0,top
J9,153.672358,-91.495988,270.0,top
L2,156.028515,-87.130831,180.0,top
R1,192.817924,-96.461769,90.0,top
R10,174.834328,-98.020363,90.0,top
R11,155.518614,-113.6063,90.0,top
R15,160.042949,-84.965675,0.0,top
R16,152.408318,-87.800831,270.0,top
R17,154.692456,-107.679269,0.0,top
R2,170.921914,-107.008644,0.0,top
R3,174.834328,-103.364113,90.0,top
R4,157.294771,-111.379738,90.0,top
R5,192.817924,-91.563331,90.0,top
R6,192.817924,-85.328956,90.0,top
R7,192.817924,-88.446144,90.0,top
R8,188.544477,-104.264472,180.0,top
R9,188.544477,-102.632072,180.0,top
S1,156.830338,-97.468956,180.0,top
SW2,180.712214,-108.2726,0.0,top
U1,183.969466,-92.8863,0.0,top
U2,168.829204,-112.610634,270.0,top
U4,184.363097,-102.781456,0.0,top
U6,165.679106,-120.29255,0.0,top
Y1,169.665757,-109.260519,180.0,top
